variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
delta,0.018570843023464005,0.0199682,0.10261039607163622,0.09411433605,-0.14345845,0.18027919999999997,1.0002884309979199,9855.310223952414,9343.621781381402
