cycle,president,day,fte_net
2012,obama,674,-1.2
2012,obama,687,-1.9
2012,obama,701,-1.6
2012,obama,715,2.6
2012,obama,729,7.4
2012,obama,742,5.3
2012,obama,756,7.1
2012,obama,770,4.4
2012,obama,784,3.3
2012,obama,797,4.3
2012,obama,811,1.1
2012,obama,825,-1.9
2012,obama,839,7.7
2012,obama,852,9
2012,obama,866,6.7
2012,obama,880,3
2012,obama,894,1.3
2012,obama,907,1
2012,obama,934,-3.5
2012,obama,949,-6.6
2012,obama,962,-6.3
2012,obama,976,-7.5
2012,obama,990,-5.8
2012,obama,1003,-5.6
2012,obama,1017,-2.8
2012,obama,1031,-3.3
2012,obama,1045,-5.4
2012,obama,1058,-2.5
2012,obama,1072,-0.3
2012,obama,1086,-1.9
2012,obama,1100,-2.1
2012,obama,1113,2.4
2012,obama,1127,0.9
2012,obama,1141,3.3
2012,obama,1155,3
2012,obama,1168,4.4
2012,obama,1182,0.2
2012,obama,1196,2.1
2012,obama,1210,3.3
2012,obama,1223,1.6
2012,obama,1237,1.9
2012,obama,1251,1.2
2012,obama,1265,2.2
2012,obama,1278,1.1
2012,obama,1292,1.5
2012,obama,1306,2.1
2012,obama,1320,2.5
2012,obama,1333,5.1
2012,obama,1347,4.5
2012,obama,1361,4.3
2012,obama,1375,4.7
2016,obama,1388,6.3
2016,obama,1402,10.5
2016,obama,1416,12.3
2016,obama,1430,11.8
2016,obama,1443,15.2
2016,obama,1457,11
2016,obama,1471,10.6
2016,obama,1485,9.7
2016,obama,1498,9
2016,obama,1512,3.9
2016,obama,1526,2.9
2016,obama,1540,3.7
2016,obama,1553,6.8
2016,obama,1567,6.1
2016,obama,1595,2.9
2016,obama,1608,-0.8
2016,obama,1622,-1.3
2016,obama,1636,0.1
2016,obama,1650,-0.6
2016,obama,1663,-1
2016,obama,1677,-1.1
2016,obama,1691,-4.8
2016,obama,1705,-3.9
2016,obama,1718,-3.6
2016,obama,1732,-4.3
2016,obama,1746,-3.8
2016,obama,1760,-10.8
2016,obama,1773,-12
2016,obama,1787,-10.2
2016,obama,1801,-8.7
2016,obama,1815,-6.6
2016,obama,1828,-6.7
2016,obama,1842,-3.9
2016,obama,1856,-4.7
2016,obama,1870,-3.5
2016,obama,1883,-6.4
2016,obama,1897,-5.5
2016,obama,1911,-5.2
2016,obama,1925,-6.5
2016,obama,1938,-4.4
2016,obama,1952,-5.7
2016,obama,1966,-5.9
2016,obama,1979,-9.7
2016,obama,1993,-5.3
2016,obama,2007,-8.2
2016,obama,2021,-8.5
2016,obama,2034,-7.4
2016,obama,2048,-6.5
2016,obama,2062,-10.2
2016,obama,2076,-7.4
2016,obama,2089,-7.8
2016,obama,2103,-8.3
2016,obama,2117,-7.8
2016,obama,2131,-5.7
2016,obama,2144,-7.4
2016,obama,2158,-7.9
2016,obama,2172,-3.3
2016,obama,2186,-4.1
2016,obama,2199,-1.8
2016,obama,2213,-0.7
2016,obama,2227,-1.1
2016,obama,2241,-1.7
2016,obama,2254,-1
2016,obama,2268,-2.2
2016,obama,2282,-2.3
2016,obama,2296,-1.3
2016,obama,2309,-1.4
2016,obama,2323,-2.1
2016,obama,2337,-0.9
2016,obama,2351,0.8
2016,obama,2364,0.1
2016,obama,2378,-1
2016,obama,2392,-1.9
2016,obama,2406,-2.6
2016,obama,2419,-2.3
2016,obama,2433,-0.4
2016,obama,2447,-2.3
2016,obama,2461,-3.7
2016,obama,2474,-2.5
2016,obama,2488,-2.9
2016,obama,2502,-5.7
2016,obama,2516,-5.5
2016,obama,2529,-5.9
2016,obama,2543,-3.2
2016,obama,2557,-0.9
2016,obama,2571,0.6
2016,obama,2584,-2
2016,obama,2598,0.9
2016,obama,2612,3.2
2016,obama,2626,4.2
2016,obama,2639,2.9
2016,obama,2653,3.9
2016,obama,2667,5.4
2016,obama,2681,3.2
2016,obama,2694,5.5
2016,obama,2708,6.8
2016,obama,2722,4.5
2016,obama,2736,5.4
2016,obama,2749,5.7
2016,obama,2763,9.7
2016,obama,2777,7.1
2016,obama,2791,6.9
2016,obama,2804,6.6
2016,obama,2818,7.8
2016,obama,2832,9.3
2016,obama,2846,9.7
2016,obama,2859,13.4
2016,obama,2873,13.7
2016,obama,2887,14.3
2016,obama,2901,14.6
2016,obama,2914,14.7
2020,trump,14,-4.2
2020,trump,27,-8.8
2020,trump,41,-8.1
2020,trump,55,-9.5
2020,trump,69,-15.7
2020,trump,82,-13.1
2020,trump,96,-11.4
2020,trump,110,-13.4
2020,trump,124,-19.2
2020,trump,137,-18.3
2020,trump,151,-19.4
2020,trump,165,-18.5
2020,trump,179,-18.8
2020,trump,192,-22.1
2020,trump,206,-19.7
2020,trump,220,-22.5
2020,trump,234,-15.2
2020,trump,247,-14.4
2020,trump,261,-20
2020,trump,275,-22.1
2020,trump,289,-20.1
2020,trump,302,-19.1
2020,trump,316,-21.4
2020,trump,330,-22.8
2020,trump,344,-22.1
2020,trump,357,-15.4
2020,trump,371,-17
2020,trump,385,-15.7
2020,trump,399,-17.6
2020,trump,412,-13.9
2020,trump,426,-14.3
2020,trump,440,-17.4
2020,trump,454,-15.4
2020,trump,467,-12.5
2020,trump,481,-11.5
2020,trump,495,-13.3
2020,trump,509,-12.4
2020,trump,522,-11.3
2020,trump,536,-12
2020,trump,550,-13.1
2020,trump,564,-11.3
2020,trump,577,-12.2
2020,trump,591,-14.6
2020,trump,605,-16.2
2020,trump,619,-13.2
2020,trump,632,-12
2020,trump,646,-13.1
2020,trump,660,-12.5
2020,trump,674,-13.2
2020,trump,687,-11.5
2020,trump,701,-13.3
2020,trump,715,-13.6
2020,trump,729,-16.5
2020,trump,742,-18
2020,trump,756,-11.7
2020,trump,770,-12.5
2020,trump,784,-13.7
2020,trump,797,-12.6
2020,trump,811,-11.3
2020,trump,825,-13.5
2020,trump,839,-10.1
2020,trump,852,-14
2020,trump,866,-12.7
2020,trump,880,-11.8
2020,trump,894,-10.1
2020,trump,907,-9.7
2020,trump,934,-12.7
2020,trump,949,-14.7
2020,trump,976,-14.2
2020,trump,990,-15.6
2020,trump,1003,-16.4
2020,trump,1017,-15.6
2020,trump,1031,-13.9
2020,trump,1045,-12.9
2020,trump,1058,-11
2020,trump,1072,-10.9
2020,trump,1086,-11.6
2020,trump,1100,-10.2
2020,trump,1113,-9.2
2020,trump,1127,-9.3
2020,trump,1141,-11
2020,trump,1155,-9.5
2020,trump,1168,-4.1
2020,trump,1182,-8.3
2020,trump,1196,-6.8
2020,trump,1210,-7.1
2020,trump,1223,-10.9
2020,trump,1237,-14.3
2020,trump,1251,-15.1
2020,trump,1265,-16
2020,trump,1278,-16.6
2020,trump,1292,-14.6
2020,trump,1306,-12.2
2020,trump,1320,-11
2020,trump,1333,-10.8
2020,trump,1347,-10.2
2020,trump,1361,-11.3
2020,trump,1375,-10.7
2020,trump,1388,-8
2020,trump,1402,-7.6
2020,trump,1416,-11.3
2020,trump,1430,-11.4
2020,trump,1443,-10.9
2020,trump,1457,-19.9
