candidate,state,e_day_mu,e_day_sigma,run_date
Harris,Wyoming,-1.3617658345442425,0.3053001793908986,2024-06-04
Biden,Alabama,-0.6928601921244153,0.21545089832212216,2024-06-05
Harris,Alabama,-0.8204736899852569,0.2290009292413666,2024-06-05
Biden,Alaska,-0.3812784884159537,0.2000317967238465,2024-06-05
Harris,Alaska,-0.4937382449918844,0.20515076219412723,2024-06-05
Biden,Arizona,-0.143517845707229,0.1909061261381692,2024-06-05
Harris,Arizona,-0.2504765301217097,0.1973997525658455,2024-06-05
Biden,Arkansas,-0.7411901870505062,0.21764160927991563,2024-06-05
Harris,Arkansas,-0.8665418945421076,0.23183548675532584,2024-06-05
Biden,California,0.49291610621792,0.2024865060508484,2024-06-05
Harris,California,0.3838062523757404,0.20062013533992895,2024-06-05
Biden,Colorado,0.10573317281805118,0.1914217203303454,2024-06-05
Harris,Colorado,0.00476753009879768,0.19128968435146576,2024-06-05
Biden,Connecticut,0.2562702546309432,0.1913359164006371,2024-06-05
Harris,Connecticut,0.14494306216148004,0.1913670623383392,2024-06-05
Biden,Delaware,0.226377797719246,0.19303581769377728,2024-06-05
Harris,Delaware,0.12077031154651312,0.1916119747513236,2024-06-05
Biden,District of Columbia,2.532979558457733,0.7657516875394502,2024-06-05
Harris,District of Columbia,2.2063656176503184,0.6265001626424263,2024-06-05
Biden,Florida,-0.18872598599421045,0.193475142175906,2024-06-05
Harris,Florida,-0.2966131542045634,0.1963832240992753,2024-06-05
Biden,Georgia,-0.1509635291964623,0.1916142899439513,2024-06-05
Harris,Georgia,-0.258210092600652,0.19369236517435812,2024-06-05
Biden,Hawaii,0.5181651282531947,0.20772965114258812,2024-06-05
Harris,Hawaii,0.4053448302267515,0.2015624396683044,2024-06-05
Biden,Idaho,-0.8483338960542338,0.23111049731087277,2024-06-05
Harris,Idaho,-0.9820699732659044,0.2435480076413927,2024-06-05
Biden,Illinois,0.22653598622896792,0.19243858968667768,2024-06-05
Harris,Illinois,0.11883921323909122,0.1907074346006602,2024-06-05
Biden,Indiana,-0.4903716318808879,0.19852879169013007,2024-06-05
Harris,Indiana,-0.6038120171139157,0.21005357040326145,2024-06-05
Biden,Iowa,-0.31272051735106665,0.19024048665085147,2024-06-05
Harris,Iowa,-0.4246599210306149,0.19941031215276636,2024-06-05
Biden,Kansas,-0.4846157348007478,0.20345313102457985,2024-06-05
Harris,Kansas,-0.597203730982371,0.2103593352121006,2024-06-05
Biden,Kentucky,-0.7145983425652006,0.21458302469469231,2024-06-05
Harris,Kentucky,-0.8460953060581944,0.22432816024031624,2024-06-05
Biden,Louisiana,-0.5315545707244179,0.204710383023914,2024-06-05
Harris,Louisiana,-0.6470256877652917,0.212095139919744,2024-06-05
Biden,Maine,0.02712525915610654,0.18816117678001823,2024-06-05
Harris,Maine,-0.0824167999070827,0.19387526624336535,2024-06-05
Biden,Maine 1,0.31416906574252895,0.1949207308502919,2024-06-05
Harris,Maine 1,0.2085672705127582,0.1928902558055999,2024-06-05
Biden,Maine 2,-0.2996146909408664,0.19365512900461448,2024-06-05
Harris,Maine 2,-0.4119898863346644,0.19948359754517608,2024-06-05
Biden,Maryland,0.5447089110609545,0.2075098332086074,2024-06-05
Harris,Maryland,0.43040228523043655,0.2019739207198621,2024-06-05
Biden,Massachusetts,0.5522112816787121,0.2069414425120596,2024-06-05
Harris,Massachusetts,0.4362662912640359,0.20304100925194368,2024-06-05
Biden,Michigan,-0.08936498694217962,0.18860967425684533,2024-06-05
Harris,Michigan,-0.1953039097088901,0.18820824407998263,2024-06-05
Biden,Minnesota,-0.009491247993773,0.18983990995179592,2024-06-05
Harris,Minnesota,-0.11606879150341898,0.19236039089041623,2024-06-05
Biden,Mississippi,-0.4887942229413976,0.2012415327203264,2024-06-05
Harris,Mississippi,-0.6029346722604689,0.20971056728576137,2024-06-05
Biden,Missouri,-0.4789525072478803,0.20370827441640352,2024-06-05
Harris,Missouri,-0.5899682007309226,0.20985146707837848,2024-06-05
Biden,Montana,-0.50633901860994,0.20368596781097376,2024-06-05
Harris,Montana,-0.6236167733758642,0.21556952976072805,2024-06-05
Biden,Nebraska,-0.5781765908731895,0.2058694355363518,2024-06-05
Harris,Nebraska,-0.6986805859714185,0.21621266618366605,2024-06-05
Biden,Nebraska 1,-0.4880844332212828,0.20290929985151385,2024-06-05
Harris,Nebraska 1,-0.6039845483408118,0.20981697031417623,2024-06-05
Biden,Nebraska 2,-0.04178531316100613,0.1878658492578953,2024-06-05
Harris,Nebraska 2,-0.1503449710217536,0.18919171133772303,2024-06-05
Biden,Nebraska 3,-1.471475275648939,0.3313736656696733,2024-06-05
Harris,Nebraska 3,-1.6716319050690949,0.3983040951147818,2024-06-05
Biden,Nevada,-0.07638075592160462,0.19086053321039115,2024-06-05
Harris,Nevada,-0.1816336161832857,0.1911089034782174,2024-06-05
Biden,New Hampshire,-0.01480394455123523,0.18937037844873175,2024-06-05
Harris,New Hampshire,-0.11752633182994092,0.19311748981222232,2024-06-05
Biden,New Jersey,0.18970571988210333,0.1912661892696228,2024-06-05
Harris,New Jersey,0.08518481329242178,0.19299052263363511,2024-06-05
Biden,New Mexico,0.08663125152304843,0.1895399737249358,2024-06-05
Harris,New Mexico,-0.02015518190215379,0.1903552573915709,2024-06-05
Biden,New York,0.35051254078676103,0.19359749542111007,2024-06-05
Harris,New York,0.24172484053966783,0.1909895544129311,2024-06-05
Biden,North Carolina,-0.16857444074867503,0.19288524100515472,2024-06-05
Harris,North Carolina,-0.2716013307007974,0.1927998590746642,2024-06-05
Biden,North Dakota,-0.910828072001359,0.23297889942614156,2024-06-05
Harris,North Dakota,-1.051809937705788,0.2532331340659332,2024-06-05
Biden,Ohio,-0.30112259170207695,0.1931076031659411,2024-06-05
Harris,Ohio,-0.4101111967792407,0.20011834590902963,2024-06-05
Biden,Oklahoma,-0.898242052216632,0.23289680264200913,2024-06-05
Harris,Oklahoma,-1.0340885451248485,0.2530507119884417,2024-06-05
Biden,Oregon,0.1829922351511479,0.19244068545707416,2024-06-05
Harris,Oregon,0.07602262564618323,0.19052470161315552,2024-06-05
Biden,Pennsylvania,-0.1133381186275549,0.188140554932958,2024-06-05
Harris,Pennsylvania,-0.2203419749988944,0.1950846482039372,2024-06-05
Biden,Rhode Island,0.28111691145159406,0.19283652469905968,2024-06-05
Harris,Rhode Island,0.1762558887812367,0.19113435711535623,2024-06-05
Biden,South Carolina,-0.3902643930717808,0.19617635798202188,2024-06-05
Harris,South Carolina,-0.5052259387443958,0.2045601424982145,2024-06-05
Biden,South Dakota,-0.7318038666020017,0.22044035903196751,2024-06-05
Harris,South Dakota,-0.8547813012346354,0.23003894473476488,2024-06-05
Biden,Tennessee,-0.6485998711252513,0.21276510662074455,2024-06-05
Harris,Tennessee,-0.7690217504906648,0.2213115887916058,2024-06-05
Biden,Texas,-0.26296773030582954,0.19492795014199296,2024-06-05
Harris,Texas,-0.3752350617547915,0.19904645915467203,2024-06-05
Biden,Utah,-0.5995744450350072,0.2079195364821892,2024-06-05
Harris,Utah,-0.7200090398686966,0.2180331130511989,2024-06-05
Biden,Vermont,0.5982302248612713,0.2071593023309165,2024-06-05
Harris,Vermont,0.4876852345600186,0.20132062997335676,2024-06-05
Biden,Virginia,0.05532784141409653,0.1871286059404051,2024-06-05
Harris,Virginia,-0.05049311857265565,0.189948651457426,2024-06-05
Biden,Washington,0.2645805635221866,0.19436732280558017,2024-06-05
Harris,Washington,0.156281566473867,0.19301765265184664,2024-06-05
Biden,West Virginia,-1.0476408486611195,0.25165964890622283,2024-06-05
Harris,West Virginia,-1.19603666337976,0.27283472174656265,2024-06-05
Biden,Wisconsin,-0.12351981547520326,0.19086381795351512,2024-06-05
Harris,Wisconsin,-0.22950686293743097,0.19342953261888457,2024-06-05
Biden,Wyoming,-1.2109458865520772,0.2739649531127085,2024-06-05
Harris,Wyoming,-1.3653597388138976,0.30651170170678377,2024-06-05
Biden,Alabama,-0.694429084524282,0.21574177925062735,2024-06-06
Harris,Alabama,-0.8221109934760122,0.22930154725822632,2024-06-06
Biden,Alaska,-0.38271500931737623,0.20024216469628656,2024-06-06
Harris,Alaska,-0.4952036145079714,0.2053644730969159,2024-06-06
Biden,Arizona,-0.14490495709761608,0.19106176990123383,2024-06-06
Harris,Arizona,-0.25187274163411033,0.1975737901617383,2024-06-06
Biden,Arkansas,-0.7427862894947254,0.21793612607675217,2024-06-06
Harris,Arkansas,-0.8682120190268797,0.23216044245870163,2024-06-06
Biden,California,0.4914579834995,0.202565447979398,2024-06-06
Harris,California,0.3823884529067743,0.2006902908623098,2024-06-06
Biden,Colorado,0.10435277964391328,0.19154782080916183,2024-06-06
Harris,Colorado,0.00339756690556046,0.19141147784590656,2024-06-06
Biden,Connecticut,0.25487295157426343,0.1914448584894192,2024-06-06
Harris,Connecticut,0.14356747481377316,0.191472445871129,2024-06-06
Biden,Delaware,0.2249851814266386,0.19315559405941224,2024-06-06
Harris,Delaware,0.11939675495307456,0.1917301672196313,2024-06-06
Biden,District of Columbia,2.530281493323164,0.7740883834476998,2024-06-06
Harris,District of Columbia,2.202740724096461,0.6262068971430753,2024-06-06
Biden,Florida,-0.19011958182313676,0.1936555292435822,2024-06-06
Harris,Florida,-0.29801903391670514,0.1965700834580165,2024-06-06
Biden,Georgia,-0.15235178783171832,0.19178602355843663,2024-06-06
Harris,Georgia,-0.2596071267460628,0.19385895835855504,2024-06-06
Biden,Hawaii,0.5166968536484176,0.20779017050870727,2024-06-06
Harris,Hawaii,0.4039213665342216,0.20163772700765803,2024-06-06
Biden,Idaho,-0.8500050205767605,0.23147522124799505,2024-06-06
Harris,Idaho,-0.9838334334465876,0.24393135068758515,2024-06-06
Biden,Illinois,0.2251434557513833,0.19256073461448325,2024-06-06
Harris,Illinois,0.11746563726662394,0.19081765572671017,2024-06-06
Biden,Indiana,-0.4918432434523931,0.1987488962656526,2024-06-06
Harris,Indiana,-0.6053240476861095,0.210291069171491,2024-06-06
Biden,Iowa,-0.31413740015737435,0.19043809005791332,2024-06-06
Harris,Iowa,-0.42610023881880343,0.19960407074062095,2024-06-06
Biden,Kansas,-0.48608683729559854,0.20368377239989352,2024-06-06
Harris,Kansas,-0.5987131823990501,0.21060037415995592,2024-06-06
Biden,Kentucky,-0.7161791621136006,0.21487990910105073,2024-06-06
Harris,Kentucky,-0.8477493991438129,0.2246417718213984,2024-06-06
Biden,Louisiana,-0.5330441482900338,0.2049518208043533,2024-06-06
Harris,Louisiana,-0.6485588422588546,0.21234298089065456,2024-06-06
Biden,Maine,0.02574777700607357,0.18830801053981705,2024-06-06
Harris,Maine,-0.0837905157874933,0.19401551374659376,2024-06-06
Biden,Maine 1,0.31276077891227,0.1950257025187129,2024-06-06
Harris,Maine 1,0.20718488237071592,0.19299759945832176,2024-06-06
Biden,Maine 2,-0.30102855558078406,0.19383886307798107,2024-06-06
Harris,Maine 2,-0.4134264865413318,0.19967980244712472,2024-06-06
Biden,Maryland,0.5432316779185002,0.2075829825268324,2024-06-06
Harris,Maryland,0.4289712581700332,0.20203579361614243,2024-06-06
Biden,Massachusetts,0.5507316980691913,0.20702325118249623,2024-06-06
Harris,Massachusetts,0.43483355692717784,0.20310698851713185,2024-06-06
Biden,Michigan,-0.0907468273816906,0.1887792101995445,2024-06-06
Harris,Michigan,-0.1966890849388982,0.18835665915114075,2024-06-06
Biden,Minnesota,-0.01086939743132926,0.18998420029080157,2024-06-06
Harris,Minnesota,-0.11744499528087468,0.19249219714196425,2024-06-06
Biden,Mississippi,-0.4902664313126342,0.2014704703483309,2024-06-06
Harris,Mississippi,-0.6044463685442617,0.2099465436448587,2024-06-06
Biden,Missouri,-0.4804219718500979,0.20394391632177336,2024-06-06
Harris,Missouri,-0.5914743283042116,0.2100896004346973,2024-06-06
Biden,Montana,-0.5078176335613817,0.20390869836139608,2024-06-06
Harris,Montana,-0.6251395636963445,0.2158146923952382,2024-06-06
Biden,Nebraska,-0.5796869259480301,0.20613617401474,2024-06-06
Harris,Nebraska,-0.7002414188708538,0.21647093710667997,2024-06-06
Biden,Nebraska 1,-0.4895563031232789,0.20312976943612143,2024-06-06
Harris,Nebraska 1,-0.6054967464643025,0.21005650370090656,2024-06-06
Biden,Nebraska 2,-0.04316395358120748,0.1880115556046349,2024-06-06
Harris,Nebraska 2,-0.15172450422794828,0.18934366136554256,2024-06-06
Biden,Nebraska 3,-1.473889712549296,0.3324141726048763,2024-06-06
Harris,Nebraska 3,-1.6744833138791495,0.40009640563442145,2024-06-06
Biden,Nevada,-0.0777617454524653,0.1910144970029462,2024-06-06
Harris,Nevada,-0.18301738094434092,0.19126171198432204,2024-06-06
Biden,New Hampshire,-0.01618201538237591,0.18951739411702023,2024-06-06
Harris,New Hampshire,-0.11890299220165744,0.1932605121662473,2024-06-06
Biden,New Jersey,0.188317881571792,0.19138323424576895,2024-06-06
Harris,New Jersey,0.0838130438232806,0.19310477414239777,2024-06-06
Biden,New Mexico,0.0852522475288289,0.18968469170864616,2024-06-06
Harris,New Mexico,-0.02152533984135751,0.19048240418492077,2024-06-06
Biden,New York,0.3490963970577847,0.1937075672409793,2024-06-06
Harris,New York,0.24033750508781007,0.1910812830887488,2024-06-06
Biden,North Carolina,-0.16996503050328976,0.19305322419361065,2024-06-06
Harris,North Carolina,-0.27300052814866915,0.19296036028839977,2024-06-06
Biden,North Dakota,-0.9125426185337604,0.23333762712226977,2024-06-06
Harris,North Dakota,-1.0536353247232495,0.2536329088745421,2024-06-06
Biden,Ohio,-0.3025375778830664,0.19331147312838823,2024-06-06
Harris,Ohio,-0.41154759874169405,0.20032032347982637,2024-06-06
Biden,Oklahoma,-0.8999480083963811,0.2332617244417168,2024-06-06
Harris,Oklahoma,-1.0359008787596162,0.2534684355334786,2024-06-06
Biden,Oregon,0.18160519367980604,0.1925691051929813,2024-06-06
Harris,Oregon,0.07465169389498891,0.19063739394000329,2024-06-06
Biden,Pennsylvania,-0.11472147084621144,0.18829845357892333,2024-06-06
Harris,Pennsylvania,-0.22173232818234057,0.1952471933236256,2024-06-06
Biden,Rhode Island,0.27971524365638717,0.19294743759701824,2024-06-06
Harris,Rhode Island,0.174877299408476,0.19123733828123163,2024-06-06
Biden,South Carolina,-0.39170262853802457,0.19638708621323847,2024-06-06
Harris,South Carolina,-0.5066950271470334,0.20476575049074228,2024-06-06
Biden,South Dakota,-0.7333955302529113,0.22073976773539747,2024-06-06
Harris,South Dakota,-0.8564421613876382,0.23034822321854465,2024-06-06
Biden,Tennessee,-0.6501445303349537,0.21303968915697816,2024-06-06
Harris,Tennessee,-0.7706243407877027,0.22159048468425768,2024-06-06
Biden,Texas,-0.2643745259288206,0.19511627936654655,2024-06-06
Harris,Texas,-0.37666030027377545,0.1992225203006246,2024-06-06
Biden,Utah,-0.60109407292631,0.20817538783478456,2024-06-06
Harris,Utah,-0.7215831654139393,0.2183110032560505,2024-06-06
Biden,Vermont,0.5967312618850523,0.2072250500256088,2024-06-06
Harris,Vermont,0.4862362138998843,0.2013740017609927,2024-06-06
Biden,Virginia,0.05395011493005115,0.187266881743008,2024-06-06
Harris,Virginia,-0.0518644143907767,0.19007726544485928,2024-06-06
Biden,Washington,0.26318140841013743,0.19447637938972023,2024-06-06
Harris,Washington,0.15490474874147322,0.19312033301866496,2024-06-06
Biden,West Virginia,-1.0494767923579074,0.2520958152082179,2024-06-06
Harris,West Virginia,-1.1980161016945254,0.27334143831769203,2024-06-06
Biden,Wisconsin,-0.12490486822549716,0.19102467697847775,2024-06-06
Harris,Wisconsin,-0.23089885280158956,0.19359856401581577,2024-06-06
Biden,Wyoming,-1.2129589060007324,0.2745166026347085,2024-06-06
Harris,Wyoming,-1.367578892863764,0.30735110526946413,2024-06-06
Biden,Alabama,-0.6957805184058602,0.216074594556405,2024-06-07
Harris,Alabama,-0.8235210353096267,0.22963392597281068,2024-06-07
Biden,Alaska,-0.38394941926715426,0.2004949291875074,2024-06-07
Harris,Alaska,-0.4964629432253147,0.20561785872942617,2024-06-07
Biden,Arizona,-0.1460949138919814,0.1912578419950958,2024-06-07
Harris,Arizona,-0.2530707754458933,0.1977949031061559,2024-06-07
Biden,Arkansas,-0.7441612068865154,0.21826796142889376,2024-06-07
Harris,Arkansas,-0.8696511108265021,0.23251792880479416,2024-06-07
Biden,California,0.4902121893325266,0.20270731983008933,2024-06-07
Harris,California,0.3811767438595492,0.20081541430819777,2024-06-07
Biden,Colorado,0.1031703449553244,0.19172075988819795,2024-06-07
Harris,Colorado,0.00222394149820244,0.19157829725177297,2024-06-07
Biden,Connecticut,0.2536771041257348,0.1916046625118577,2024-06-07
Harris,Connecticut,0.14239005008899783,0.1916259555464575,2024-06-07
Biden,Delaware,0.2237932040730629,0.19332832733327557,2024-06-07
Harris,Delaware,0.11822093858595473,0.19189941620249168,2024-06-07
Biden,District of Columbia,2.5219980888906908,0.7519749995398645,2024-06-07
Harris,District of Columbia,2.1993979658693976,0.6245717115976331,2024-06-07
Biden,Florida,-0.1913155908823591,0.1938844327182425,2024-06-07
Harris,Florida,-0.29922588978847436,0.1968061273206909,2024-06-07
Biden,Georgia,-0.15354290520193167,0.19200294501885595,2024-06-07
Harris,Georgia,-0.26080591797937897,0.19406845419960964,2024-06-07
Biden,Hawaii,0.5154423524013785,0.2079085755858709,2024-06-07
Harris,Hawaii,0.4027049992489842,0.20176993401214705,2024-06-07
Biden,Idaho,-0.8514472868249683,0.23188451862353143,2024-06-07
Harris,Idaho,-0.9853549233601904,0.2443485699354773,2024-06-07
Biden,Illinois,0.22395170246972507,0.19273968212642129,2024-06-07
Harris,Illinois,0.11628967932540692,0.19098022753512348,2024-06-07
Biden,Indiana,-0.4931082967397358,0.1990060450276436,2024-06-07
Harris,Indiana,-0.6066242214392004,0.21056577984741287,2024-06-07
Biden,Iowa,-0.315354393657589,0.1906838166953732,2024-06-07
Harris,Iowa,-0.42733733313734434,0.1998362432043173,2024-06-07
Biden,Kansas,-0.4873517554146451,0.20395310949594284,2024-06-07
Harris,Kansas,-0.600011313856605,0.21088179073559787,2024-06-07
Biden,Kentucky,-0.7175409881728967,0.21521832670097815,2024-06-07
Harris,Kentucky,-0.8491747064700502,0.22499239831236295,2024-06-07
Biden,Louisiana,-0.534325448168805,0.2052341912578372,2024-06-07
Harris,Louisiana,-0.6498776099033936,0.2126283636804876,2024-06-07
Biden,Maine,0.0245672258318755,0.18850521970306228,2024-06-07
Harris,Maine,-0.08496788883658402,0.19420237447082225,2024-06-07
Biden,Maine 1,0.3115561637271609,0.195186239732811,2024-06-07
Harris,Maine 1,0.2060022482116165,0.1931618196170173,2024-06-07
Biden,Maine 2,-0.3022425568347311,0.19406244029626893,2024-06-07
Harris,Maine 2,-0.4146603584617442,0.199916231055925,2024-06-07
Biden,Maryland,0.5419701483138546,0.20772205852954623,2024-06-07
Harris,Maryland,0.4277485930022116,0.20215639734770585,2024-06-07
Biden,Massachusetts,0.5494684076384475,0.2071718968448077,2024-06-07
Harris,Massachusetts,0.43360965468181706,0.2032337071614639,2024-06-07
Biden,Michigan,-0.09193201320739872,0.18900077723061043,2024-06-07
Harris,Michigan,-0.1978769437461388,0.18854647640200145,2024-06-07
Biden,Minnesota,-0.01205086925424979,0.19017380110823892,2024-06-07
Harris,Minnesota,-0.11862468323282292,0.19266653495124847,2024-06-07
Biden,Mississippi,-0.49153232389382107,0.20173902745507952,2024-06-07
Harris,Mississippi,-0.6057464542283413,0.21022229786456104,2024-06-07
Biden,Missouri,-0.48168588371256627,0.20422420906051697,2024-06-07
Harris,Missouri,-0.5927694597207015,0.21036508633317097,2024-06-07
Biden,Montana,-0.5090887516094907,0.20416515655037193,2024-06-07
Harris,Montana,-0.6264493520697102,0.21609532511262344,2024-06-07
Biden,Nebraska,-0.5809869418237941,0.20645124183980504,2024-06-07
Harris,Nebraska,-0.7015843014665382,0.2167629582041899,2024-06-07
Biden,Nebraska 1,-0.49082171606704494,0.20338743530895684,2024-06-07
Harris,Nebraska 1,-0.6067971407543005,0.21033492758363245,2024-06-07
Biden,Nebraska 2,-0.04434596644260639,0.18820290760078323,2024-06-07
Harris,Nebraska 2,-0.1529074933436856,0.1895433342622568,2024-06-07
Biden,Nebraska 3,-1.4759942388027587,0.3335124883963607,2024-06-07
Harris,Nebraska 3,-1.6769910439991471,0.4020351327345173,2024-06-07
Biden,Nevada,-0.07894604026733848,0.1912165116198229,2024-06-07
Harris,Nevada,-0.18420397431189067,0.1914561741581925,2024-06-07
Biden,New Hampshire,-0.01736337189093112,0.18971207813588695,2024-06-07
Harris,New Hampshire,-0.12008314987761208,0.1934452403532565,2024-06-07
Biden,New Jersey,0.18712957462016155,0.1915507350022115,2024-06-07
Harris,New Jersey,0.08263844700948181,0.19326723171388324,2024-06-07
Biden,New Mexico,0.084070893736101,0.18988356123796285,2024-06-07
Harris,New Mexico,-0.02269918391713288,0.1906537645065341,2024-06-07
Biden,New York,0.34788531287542385,0.1938786129411194,2024-06-07
Harris,New York,0.23915071856431763,0.19122300766107517,2024-06-07
Biden,North Carolina,-0.17115829675579525,0.19326660103991128,2024-06-07
Harris,North Carolina,-0.27420096278801664,0.19315855595561135,2024-06-07
Biden,North Dakota,-0.9140218137456734,0.23373108325498204,2024-06-07
Harris,North Dakota,-1.0552104409971574,0.2540600785188796,2024-06-07
Biden,Ohio,-0.3037530378416202,0.1935659425240684,2024-06-07
Harris,Ohio,-0.4127815828072195,0.200566940418561,2024-06-07
Biden,Oklahoma,-0.9014197851512048,0.23366282863455173,2024-06-07
Harris,Oklahoma,-1.0374659899244794,0.2539211960570795,2024-06-07
Biden,Oregon,0.180417764356706,0.19275299097322351,2024-06-07
Harris,Oregon,0.07347774223129418,0.1907952292684225,2024-06-07
Biden,Pennsylvania,-0.11590786483562918,0.18850231133262033,2024-06-07
Harris,Pennsylvania,-0.2229251157500542,0.1954548651548944,2024-06-07
Biden,Rhode Island,0.2785158676798828,0.19311164869406425,2024-06-07
Harris,Rhode Island,0.17369743414343675,0.1913889596598816,2024-06-07
Biden,South Carolina,-0.3929384330152588,0.19664234926186253,2024-06-07
Harris,South Carolina,-0.5079572984310105,0.2050063302899103,2024-06-07
Biden,South Dakota,-0.7347668314175035,0.22107881238781343,2024-06-07
Harris,South Dakota,-0.8578730965644767,0.23069068443309088,2024-06-07
Biden,Tennessee,-0.6514744551635292,0.21335583476689435,2024-06-07
Harris,Tennessee,-0.7720038516649108,0.22190244540605825,2024-06-07
Biden,Texas,-0.2655825732120421,0.19535111866196375,2024-06-07
Harris,Texas,-0.377883984825543,0.199436318444879,2024-06-07
Biden,Utah,-0.6024018414477642,0.2084722055138631,2024-06-07
Harris,Utah,-0.7229385747681646,0.21863138966419524,2024-06-07
Biden,Vermont,0.595451469833201,0.20735816321190917,2024-06-07
Harris,Vermont,0.48499845132030994,0.2014840746710543,2024-06-07
Biden,Virginia,0.05276970056072653,0.1874545664945026,2024-06-07
Harris,Virginia,-0.05303946034690934,0.19024808609753807,2024-06-07
Biden,Washington,0.26198401563362345,0.19463959115759727,2024-06-07
Harris,Washington,0.15372631230965147,0.1932702412897959,2024-06-07
Biden,West Virginia,-1.0510627389593388,0.2525621003667899,2024-06-07
Harris,West Virginia,-1.1997267873423596,0.2738690266863719,2024-06-07
Biden,Wisconsin,-0.1260930320430837,0.1912290911496875,2024-06-07
Harris,Wisconsin,-0.23209311453190365,0.193812797121426,2024-06-07
Biden,Wyoming,-1.214701466475607,0.27509643535014966,2024-06-07
Harris,Wyoming,-1.369501582325887,0.30816607430056486,2024-06-07
Biden,Alabama,-0.6973745373429022,0.21624373922331455,2024-06-08
Harris,Alabama,-0.8251854410024058,0.22982877011310895,2024-06-08
Biden,Alaska,-0.3854123538090802,0.20059829362935427,2024-06-08
Harris,Alaska,-0.4979552069547225,0.20572889015950976,2024-06-08
Biden,Arizona,-0.14750982800828974,0.19132140810773376,2024-06-08
Harris,Arizona,-0.25449454147097467,0.19786119537613728,2024-06-08
Biden,Arkansas,-0.7457830390131635,0.21844800882371448,2024-06-08
Harris,Arkansas,-0.8713481257566587,0.23273089136009573,2024-06-08
Biden,California,0.4887190419231159,0.20267319117160132,2024-06-08
Harris,California,0.37972548483089286,0.20078752514788975,2024-06-08
Biden,Colorado,0.10176039926383992,0.19175010835652948,2024-06-08
Harris,Colorado,8.247839337016365e-4,0.19160729973406007,2024-06-08
Biden,Connecticut,0.2522487178004862,0.19161389279037427,2024-06-08
Harris,Connecticut,0.14098405174063186,0.19163692854335523,2024-06-08
Biden,Delaware,0.2223696011333416,0.19334221274241437,2024-06-08
Harris,Delaware,0.11681709519660176,0.1919151196297724,2024-06-08
Biden,District of Columbia,2.5195768322822283,0.7592767891359165,2024-06-08
Harris,District of Columbia,2.1946658152351315,0.6180752652780168,2024-06-08
Biden,Florida,-0.19273643216535663,0.1939533657354191,2024-06-08
Harris,Florida,-0.30065878803709145,0.19687915624198335,2024-06-08
Biden,Georgia,-0.15495875134052323,0.19207092546607712,2024-06-08
Harris,Georgia,-0.26223054734040013,0.1941363737178656,2024-06-08
Biden,Hawaii,0.5139391166961682,0.20786852433822495,2024-06-08
Harris,Hawaii,0.4012476393368275,0.20174251738464247,2024-06-08
Biden,Idaho,-0.8531417076833536,0.23210835143341785,2024-06-08
Harris,Idaho,-0.9871442030728828,0.24460677936982367,2024-06-08
Biden,Illinois,0.2225280507104944,0.1927489294745878,2024-06-08
Harris,Illinois,0.11488602506794506,0.19098763395415955,2024-06-08
Biden,Indiana,-0.49460668644335937,0.19912693052929115,2024-06-08
Harris,Indiana,-0.608163232182294,0.2107001181882611,2024-06-08
Biden,Iowa,-0.31679786211971467,0.1907675883813703,2024-06-08
Harris,Iowa,-0.4288049360851709,0.19993361745517343,2024-06-08
Biden,Kansas,-0.48884911521395785,0.20407923008175205,2024-06-08
Harris,Kansas,-0.601547338566457,0.2110133923470616,2024-06-08
Biden,Kentucky,-0.719146969424074,0.21539295840348352,2024-06-08
Harris,Kentucky,-0.8508550662200315,0.2251889647170382,2024-06-08
Biden,Louisiana,-0.5358409451683196,0.20536510444603645,2024-06-08
Harris,Louisiana,-0.6514376793092772,0.21277062620919637,2024-06-08
Biden,Maine,0.02316091243937707,0.18854470848315796,2024-06-08
Harris,Maine,-0.08637027322754456,0.1942429631293256,2024-06-08
Biden,Maine 1,0.31011576312127215,0.1951844990628705,2024-06-08
Harris,Maine 1,0.20458840751382623,0.1931592187681559,2024-06-08
Biden,Maine 2,-0.3036836381329096,0.1941492382998047,2024-06-08
Harris,Maine 2,-0.416124111280399,0.2000122835824286,2024-06-08
Biden,Maryland,0.5404567380105557,0.20767819972246743,2024-06-08
Harris,Maryland,0.42628336893273205,0.20211583306342665,2024-06-08
Biden,Massachusetts,0.5479523339140651,0.2071332687721624,2024-06-08
Harris,Massachusetts,0.4321424295460421,0.2031927873244598,2024-06-08
Biden,Michigan,-0.09334175919303564,0.18905525129250353,2024-06-08
Harris,Michigan,-0.1992903255481463,0.18860291036629323,2024-06-08
Biden,Minnesota,-0.01345742275655854,0.1902200269452617,2024-06-08
Harris,Minnesota,-0.1200294880653948,0.19270775624996656,2024-06-08
Biden,Mississippi,-0.4930307507220707,0.2018624295794278,2024-06-08
Harris,Mississippi,-0.6072846656297793,0.2103510934913236,2024-06-08
Biden,Missouri,-0.48318089415804816,0.20434396391123255,2024-06-08
Harris,Missouri,-0.5943022786683091,0.210499513392229,2024-06-08
Biden,Montana,-0.510594257132612,0.2042938531881119,2024-06-08
Harris,Montana,-0.6279988483293264,0.21623859999083167,2024-06-08
Biden,Nebraska,-0.5825223493714257,0.20658969616016812,2024-06-08
Harris,Nebraska,-0.7031723331255366,0.21692021210268383,2024-06-08
Biden,Nebraska 1,-0.4923200029921546,0.20350839482295255,2024-06-08
